Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
117458; 2019-10-24 11:20:35; Information; ; FeedbackIdentifier=pump1,Host=127.0.0.1,Port=41000; 18446744073709551615; 13; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117854; 2019-10-24 12:05:34; Level; Basal Insulin rate; 2.69499; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
117813; 2019-10-24 12:05:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
117832; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117810; 2019-10-24 12:05:34; Level; Basal Insulin intake; 0.160416; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
117833; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117812; 2019-10-24 12:05:34; Level; Insulin activity; 0.0276381; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
117835; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117843; 2019-10-24 12:10:34; Level; Blood glucose; 6.71605; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
117851; 2019-10-24 12:10:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
117852; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117844; 2019-10-24 12:10:34; Level; Interstitial glucose; 6.73066; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
117853; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117846; 2019-10-24 12:10:34; Level; IOB; 0.477668; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
117871; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117849; 2019-10-24 12:10:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
117872; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117892; 2019-10-24 12:10:34; Level; Basal Insulin rate; 3.11499; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
117848; 2019-10-24 12:10:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
117873; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117845; 2019-10-24 12:10:34; Level; Basal Insulin intake; 0.180833; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
117874; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117847; 2019-10-24 12:10:34; Level; Insulin activity; 0.0407631; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
117875; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117883; 2019-10-24 12:15:34; Level; Blood glucose; 6.88484; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
117890; 2019-10-24 12:15:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
117891; 2019-10-24 11:20:37; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117884; 2019-10-24 12:15:34; Level; Interstitial glucose; 6.90293; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
117897; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117886; 2019-10-24 12:15:34; Level; IOB; 0.616385; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
117898; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117889; 2019-10-24 12:15:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
117903; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117933; 2019-10-24 12:15:34; Level; Basal Insulin rate; 3.5; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
117888; 2019-10-24 12:15:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
117904; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117885; 2019-10-24 12:15:34; Level; Basal Insulin intake; 0.224583; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
117907; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117887; 2019-10-24 12:15:34; Level; Insulin activity; 0.0544829; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
117908; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117920; 2019-10-24 12:20:34; Level; Blood glucose; 7.03467; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
117928; 2019-10-24 12:20:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
117930; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117921; 2019-10-24 12:20:34; Level; Interstitial glucose; 7.06081; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
117931; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117922; 2019-10-24 12:20:34; Level; Basal Insulin intake; 0.259583; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
117932; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117925; 2019-10-24 12:20:34; Level; Insulin activity; 0.0705117; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
117938; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117929; 2019-10-24 12:20:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
117939; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117924; 2019-10-24 12:20:34; Level; IOB; 0.766487; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
117952; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117979; 2019-10-24 12:20:34; Level; Basal Insulin rate; 3.5; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
117926; 2019-10-24 12:20:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
117954; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117964; 2019-10-24 12:25:34; Level; Blood glucose; 7.15833; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
117971; 2019-10-24 12:25:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
117972; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117965; 2019-10-24 12:25:34; Level; Interstitial glucose; 7.19675; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
117973; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117967; 2019-10-24 12:25:34; Level; IOB; 0.922823; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
117977; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117970; 2019-10-24 12:25:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
117978; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118011; 2019-10-24 12:25:34; Level; Basal Insulin rate; 3.5; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
117969; 2019-10-24 12:25:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
117990; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117966; 2019-10-24 12:25:34; Level; Basal Insulin intake; 0.291667; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
117991; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117968; 2019-10-24 12:25:34; Level; Insulin activity; 0.0879895; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
117992; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117998; 2019-10-24 12:30:34; Level; Blood glucose; 7.24842; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
118007; 2019-10-24 12:30:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
118008; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
117999; 2019-10-24 12:30:34; Level; Interstitial glucose; 7.30345; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
118009; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118001; 2019-10-24 12:30:34; Level; IOB; 1.05474; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
118010; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118004; 2019-10-24 12:30:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
118017; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118049; 2019-10-24 12:30:34; Level; Basal Insulin rate; 3.5; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
118003; 2019-10-24 12:30:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
118020; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118000; 2019-10-24 12:30:34; Level; Basal Insulin intake; 0.291667; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
118022; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118002; 2019-10-24 12:30:34; Level; Insulin activity; 0.10628; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
118024; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118039; 2019-10-24 12:35:34; Level; Blood glucose; 7.29838; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
118046; 2019-10-24 12:35:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
118047; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118040; 2019-10-24 12:35:34; Level; Interstitial glucose; 7.37391; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
118048; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118042; 2019-10-24 12:35:34; Level; IOB; 1.1635; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
118066; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118045; 2019-10-24 12:35:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
118067; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118089; 2019-10-24 12:35:34; Level; Basal Insulin rate; 3.25499; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
118044; 2019-10-24 12:35:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
118068; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118041; 2019-10-24 12:35:34; Level; Basal Insulin intake; 0.291667; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
118069; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118043; 2019-10-24 12:35:34; Level; Insulin activity; 0.122108; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
118070; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118076; 2019-10-24 12:40:34; Level; Blood glucose; 7.3031; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
118085; 2019-10-24 12:40:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
118086; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118077; 2019-10-24 12:40:34; Level; Interstitial glucose; 7.4024; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
118087; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118079; 2019-10-24 12:40:34; Level; IOB; 1.25265; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
118088; 2019-10-24 11:20:38; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118082; 2019-10-24 12:40:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
118092; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118126; 2019-10-24 12:40:34; Level; Basal Insulin rate; 2.87; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
118081; 2019-10-24 12:40:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
118107; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118078; 2019-10-24 12:40:34; Level; Basal Insulin intake; 0.291667; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
118109; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118080; 2019-10-24 12:40:34; Level; Insulin activity; 0.135243; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
118110; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118117; 2019-10-24 12:45:34; Level; Blood glucose; 7.26144; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
118124; 2019-10-24 12:45:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
118125; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118118; 2019-10-24 12:45:34; Level; Interstitial glucose; 7.38593; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
118130; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118120; 2019-10-24 12:45:34; Level; IOB; 1.30708; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
118133; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118123; 2019-10-24 12:45:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
118135; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118165; 2019-10-24 12:45:34; Level; Basal Insulin rate; 2.37999; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
118122; 2019-10-24 12:45:34; Level; COB; 0; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
118138; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118119; 2019-10-24 12:45:34; Level; Basal Insulin intake; 0.271249; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
118140; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118121; 2019-10-24 12:45:34; Level; Insulin activity; 0.146033; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
118142; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118156; 2019-10-24 12:50:34; Level; Blood glucose; 7.17585; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
118163; 2019-10-24 12:50:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
118164; 2019-10-24 11:20:39; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
118157; 2019-10-24 12:50:34; Level; Interstitial glucose; 7.32541; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
